Day	Start Time	End Time	Room	Genra	Panel Title	Panel Description	Panel participants
Thu	02:00:00 PM	03:00:00 PM	A4	Creators	Guests of Honor Photocall	CVG Guests of Honor Photography Session, not open to con-goers.	Trace Beaulieu, Christian Colquhoun, Larry Dixon, Daren Dochterman, Mark Evanier, Kenneth Hite, Dr. Jim Kakalios, Perrin Klumpp, Harry Knowles, Jay Knowles, John Kovalic, Mercedes Lackey, Bridget Landry, Peter Mayhew, Robert Meyer Burnett, Andrew Probert, Video Team, Vincent Truitner, Peter Verrant, David Weber, Len Wein, Greg Weisman, Wally Wingert, Marv Wolfman, Bernie Wrightson
Thu	03:30:00 PM	04:30:00 PM	101	Gaming	How to Play Matrix Tag	Do you have what it takes to help Neo win the war for Zion ? Or will you support Agent Smith in his quest to subjugate the humans? In Matrix Tag, two teams vie for power over the fate of the human race. Players choose the roles of Agent Smith, Neo, Morpheus, Trinity, Agent and Zionist. Any number of people can play, joining in and leaving at any time. Players are free to attend other programming during the Convention, as they seek out Agents and Zionists and gain strength for their team.	Jack Barker, Shannon Green, Rich Miller
Thu	03:30:00 PM	04:30:00 PM	A3	Comics	Futuretech, Comic Style	How are future technologies depicted in comics, manga and animation? Let's talk about spacecraft propulsion systems, computing, robotics, off-world habitats, AI, and other related subjects.	David Buth, Seth Eden, Ben Huset, Jonathan Palmer, Anna Waltz
Thu	03:30:00 PM	04:30:00 PM	A4	HotDish	CONvergence 101: Surviving a Four-Day Weekend	As we head into our tenth year with a bonus extra day, this panel is a must for new attendees. Come and learn where and when the cool stuff is and how to get the most from your weekend at CONvergence!	Dave Benhart, Jay Curry, Michael Lee, Jen Manna
Thu	03:30:00 PM	04:30:00 PM	A6	Lit	City as Character	New Crobuzon, Gotham City, The Sprawl, Newford, even Minneapolis in War for the Oaks. What authors use their cities in the most interesting ways? How does the city contribute to the story?	Paula Fleming, Cabell Gathman, Kenneth Hite, Philip Kaveny, John Shea, Karl Wolff
Thu	03:30:00 PM	04:30:00 PM	Edina	TV	Return of The Satellite of Love?	With so many Mystery Science Theatre 3000 related off-shoots out there (RiffTrax, The Film Crew, Cinematic Titanic), it can be hard to follow the latest developments. Come discuss your favorite new ventures and riffs.	Nick Larson, Steven Manfred, David Margosian
Thu	05:00:00 PM	06:00:00 PM	101	Gaming	How to Play the Steam Century Mystery LARP	The Steam Century Mystery LARP is a multifaceted game that combines elements of live action roleplaying and crime dramas. Players follow a trail of clues by investigating rooms, speaking to costumed characters and playing games of skill. Players sign up at game registration and attend a 30 minute orientation which explains the world of Steam Century and how to interact with props and characters. Game play takes place over a set period of time, but is designed to be played intermittently. Players are encouraged to take part in other con activities during the game. Characters and clues can be found throughout the con.	Jack Barker, Shannon Green, Rich Miller
Thu	05:00:00 PM	06:00:00 PM	A2	Gaming	D&D: 4th Edition	How is the 4th edition of Dungeons and Dragons holding up? Metal detectors will be provided at the door for your protection.	Jeff Hagen, Kenneth Hite, Rob Johnson, Troy Small
Thu	05:00:00 PM	06:00:00 PM	A3	TV	Spectacular Spiderman	Discuss this new animated take on an old classic superhero and meet the executive producer of the series.	Greg Weisman
Thu	05:00:00 PM	06:00:00 PM	A4	HotDish	Otaku: Your Wacky Anime Neighbors	Are you wondering what Anime is all about? Curious whether there is any difference between a cos-play and a masquerade? Want to learn about Anime Conventions? Then this is the panel for you.	Jessi Silver, Jo Thomsen, Matt Weinberg
Thu	05:00:00 PM	06:00:00 PM	A6	Lit	Emergent Genres And Movements	A discussion of The New Weird, Mundane Science Fiction, Space-Westerns, and other current movements in the field.	Rob Callahan, Matthew Lee Davis, Damian Sheridan, Karl Wolff
Thu	05:00:00 PM	06:00:00 PM	A7	Science	Ecology of Monsters	Hypothesize about how an ecological system would fare if the world were overrun by zombies, monsters, and other creatures of the night.	Craig Finseth, Melissa Kaercher, Taylor Kent, Chris Pasquarette, Ellie Younger
Thu	05:00:00 PM	06:00:00 PM	A8	Lit	Fanzines Invented the Internet	Everything anyone does online today was basically invented by fans in zines and apas well before most people even had even heard of a personal computer. We'll also look at some zines from 1999 and illustrate how things have changed since then.	Holly Day, David Emerson, Scott K. Jamison, Greg Prickman, David E. Romm, Joan Marie Verba
Thu	05:00:00 PM	06:00:00 PM	Bloom	Movies	1.18.08: Marketing of a Film	Let's look back at some of the best and worst marketing campaigns in the history of the film industry. Share your ideas for future film marketing.	Romeo Azar, Jay Knowles, Troy LaFaye, Robert Meyer Burnett, Dan Wallace
Thu	05:00:00 PM	06:00:00 PM	Edina	TV	Doctor Who by Decade: The Sixties	Covering the 1960's era Dr. Who, this is the first in a series of four panels exploring the rich and varied history of the classic British science-fiction series, focusing on the Hartnell and Troughton eras.	Ben Ellis, Steven Manfred, Charlie Paulsen, Michael Scott Shappe, Michael D. Thomas
Thu	05:00:00 PM	06:00:00 PM	Kr	Lit	Where Do You Start?	What is the initial genesis or kernel idea of a book? Do you start with a character? A world? A cool scene? A plot?	Joel Arnold, Dana M. Baird, Garnet Gyre, Michael Merriam, Doug Texter
Thu	05:00:00 PM	06:00:00 PM	Sign	Auto	Signing John & Peter	Signing/Autographing	John Kovalic, Peter Mayhew
Thu	06:00:00 PM	07:00:00 PM	MnStg	MainStg	Mark Time Awards	Mark Time Awards, starts at 6 PM?. The Mark Time Award is given each year to honor the Best Science Fiction Audio Production on the Planet. And the Ogle Award for Best Fantasy Audio Production of the Year.	Windy Bowlsby, Jerry Stearns, Tim Wick, Wally Wingert
Thu	07:00:00 PM	08:00:00 PM	MnStg	MainStg	Opening Ceremonies	Opening Ceremonies	Trace Beaulieu, Windy Bowlsby, Christian Colquhoun, Larry Dixon, Daren Dochterman, Mark Evanier, Kenneth Hite, ASL Interpreter, Christopher Jones, Dr. Jim Kakalios, Perrin Klumpp, Harry Knowles, Jay Knowles, John Kovalic, Mercedes Lackey, Bridget Landry, Peter Mayhew, Robert Meyer Burnett, Andrew Probert, Jeremy Stomberg, Video Team, Vincent Truitner, David Weber, Len Wein, Greg Weisman, Pat Wick, Tim Wick, Ishmael Williams, Wally Wingert, Marv Wolfman, Bernie Wrightson
Thu	08:00:00 PM	09:00:00 PM	101	Proj	Build Your Own Monster	Develop, design, and build your own terrifying monster out of various supplies.	Terry Faust
Thu	08:00:00 PM	09:00:00 PM	A2	Gaming	Video Game Blogs and Podcasts	There are so many video game blogs and podcasts out there, including Kotaku, Joystiq, 1-Up, Retronauts, and many others. What are your favorites for gaming news and which are some to avoid?	Matt Everhart, Tara Nelson, Tim Wilsie
Thu	08:00:00 PM	09:00:00 PM	A3	Comics	Censorship in Comics - The Past and Future	The landscape has changed drastically since the Comics Code Authority was established in 1954. Most publishers don't even submit for CCA approval anymore. How has this impacted the way stories are told and what part did the Comic Book Legal Defense Fund play in the matter?	Britt Aamodt, Terry Beatty, Mark Evanier, Damian Sheridan, Video Team, Tim Uren, Bernie Wrightson
Thu	08:00:00 PM	09:00:00 PM	A4	HotDish	Closet Geeks... Come Out, Come Out Wherever You Are!	When did you realized you were a geek? Are you considering stepping out of the geek closet? If you told people you were going to be 'out of town this weekend,' then this panel is for you!	Michael Beitscher, Rob Callahan, Paul Harmeyer, Sarah Hertz, Taylor Kent, Pete Lane
Thu	08:00:00 PM	09:00:00 PM	A6	Lit	6 Impossible Things Before Breakfast	Highly improbable, unlikely andYou Must Be Joking! usage of swords, firearms and other weaponry in science fiction and fantasy. Let's talk about the best and the worst.	Catherine Lundoff, Rebecca Marjesdatter
Thu	08:00:00 PM	09:00:00 PM	Bloom	Movies	Dream Cast	No, this isn't about the Sega video game console. If you could sit in the casting chair, who would you cast in upcoming movies and why? If you could rewind the clock, who would you re-cast?	Ed Eastman, David Margosian
Thu	08:00:00 PM	09:00:00 PM	Edina	TV	Star Trek: The New Voyages and Beyond	Star Trek is back in the hands of its fans again. Let's discuss the direction the fans are taking this beloved property. Some productions even include members of the original casts.	Romeo Azar, Steve Erickson, Rob Johnson, George Richard, Gordon Smuder
Thu	08:00:00 PM	11:59:00 PM	Kr	HotDish	Krushenko's Silver Edition Party	Krushenko's opened at Minicon 1983. Come and celebrate the past, present, and future of this speculative fiction salon. Party runs until midnight.	Eric M. Heideman
Thu	09:30:00 PM	10:30:00 PM	101	Gaming	Matrix Tag (All Ages)	Do you have what it takes to help Neo win the war for Zion ? Or will you support Agent Smith in his quest to subjugate the humans? In Matrix Tag, two teams vie for power over the fate of the human race. Players choose the roles of Agent Smith, Neo, Morpheus, Trinity, Agent and Zionist. Any number of people can play, joining in and leaving at any time. Players are free to attend other programming during the Convention, as they seek out Agents and Zionists and gain strength for their team.	Jack Barker, Shannon Green, Rich Miller
Thu	09:30:00 PM	10:30:00 PM	A2	Gaming	Not all Munchkins Live in Oz	Collectable Card Games are still going strong and there's more CCG's out there besides Magic: The Gathering and Pokemon. What are some of your favorites and which ones should you leave on the shelves?	Matthew Lee Davis, Nate French, Pete Lane, Morgan Stana, Bob Wagner
Thu	09:30:00 PM	10:30:00 PM	A3	Arts	Songwriting and Filking	In addition to her numerous novels, Mercedes Lackey is an accomplished song-writer. Come and learn about her abilities in music composition as well as the local filking scene.	Justin Hartley, Beth Kinderman, Mercedes Lackey, Amanda Newman, Laramie Sasseville, Dave Stagner
Thu	09:30:00 PM	10:30:00 PM	A4	HotDish	Smackdown Panel - Cereal Mascot Smackdown	Many will enter but only one will win. Watch out for that Captain Crunch - he's sneaky and vicious and cuts the roof of your mouth!	Mark Evanier, Kelvin Hatle, Kenneth Hite, ASL Interpreter, Christopher Jones, Melissa Kaercher, Joe Scrimshaw, Video Team, Tim Uren, Tim Wick
Thu	09:30:00 PM	10:30:00 PM	A6	Lit	GLBT SF&F that Everyone Should Read	For over six years, the North Country Gaylaxians have been meeting monthly to discuss SF&F books with GLBT connections. In that time we have come across books that we would not recommend and those we think are gems. In this panel, we will discuss those books that we have found to be especially good and would recommend to all audiences.	Joe Agee, Bob Alberti, Andrew Berthke, Don Kaiser, Claudia Slovacek, Jason Tucker
Thu	09:30:00 PM	10:30:00 PM	A8	HotDish	History of Local Twin Cities Fandom	While this may be CONvergence's 10th anniversary, the history of local fandom extends much further back. Come with us as we see just how deep the rabbit hole goes.	David Emerson, Virginia Jensen, Philip Kaveny, David E. Romm, Video Team
Thu	09:30:00 PM	10:30:00 PM	Bloom	Movies	What are the Most Influential Sci-Fi Films of All Time?	2001, Star Wars, Star Trek: The Motion Picture, Independence Day, Blade Runner, The Day the Earth Stood Still, Forbidden Planet, Close Encounters of the Third Kind, The Black Hole, Tron, Terminator, Alien, Battle Beyond the Stars, and others. You decide.	Christian Colquhoun, Rob Johnson, Robert Meyer Burnett, Chuck Waibel, Dan Wallace
Thu	09:30:00 PM	10:30:00 PM	Edina	TV	Supernatural: The Panel	Are you a fan of Supernatural? Do you call it theDean Show? Why do you watch Supernatural and why should the rest of us give it a chance?	Holly Johnson, Mara Kapp, Teresa Kramer, Jo Thomsen, Matt Weinberg
Thu	09:30:00 PM	10:30:00 PM	LL	Lit	Evening Reading with Larry	Join Larry Dixon for an intimate reading in the Dorian Gray Memorial Literary Lounge	Larry Dixon
Thu	09:30:00 PM	10:30:00 PM	P1	AV	Design Workshop	Andrew Probert has served as a production designer for Star Trek, Battlestar Galactica and Airwolf. Learn about how designs take shape in this interactive workshop.	Andrew Probert
Thu	11:00:00 PM	11:59:00 PM	A2	Gaming	Loving the Loathing	Do you play Kingdom of Loathing online? If not, you are missing out. Grab some meat and join us!	Tamyra DeWandeler, Melissa Kaercher, Jen Manna, David E. Romm
Thu	11:00:00 PM	11:59:00 PM	A4	HotDish	Match Game '08	Following the Smackdown panel, join a crazy group as we recreate this 1970's classic gameshow. Panel starts at 11:30 PM.	Crist Ballas, Kelvin Hatle, Charles Hubbell, Melissa Anne Murphy, Jen Scott, Joe Scrimshaw, Gordon Smuder, Jeremy Stomberg, Len Wein
Thu	11:00:00 PM	11:59:00 PM	A6	Lit	Slash-Fiction	From it's humble beginnings in photocopied 'zines to the explosion of the Internet Age, this is your place to discuss all thingsslash (typically male/male and female/female trysts or relationships). What's good, what's bad, and what's OMGz?	Garnet Gyre, Revolutionary Jo, Mara Kapp, Rebecca Marjesdatter, Black Squirrel
Thu	11:00:00 PM	11:59:00 PM	A7	Science	Backyard Astronomy	What are some great places to stargaze near the Twin Cities that are isolated enough to avoid light pollution? If you are a budding astronomer, what sort of equipment should you invest in? If the sky is clear, we may head outside for a quick celestial overview at the end of the panel.	Ben Huset, Rachel Kronick
Thu	11:00:00 PM	11:59:00 PM	A8	HotDish	Band Geeks!	Did you play an instrument in middle school or high school? Do you still play today? If you have kids, do you encourage musical instrument use for them? Come and share your band geek memories!	Joel Arnold, David Emerson, Marie Hulslander, Katie Nelson, Tracie Peters
Thu	11:00:00 PM	11:59:00 PM	Bloom	Movies	Fantasy in Chinese Martial Arts Films	Join Jose' Figueroa as he reviews how the Wuxia style of martial arts has grown in Hong Kong Cinema over the years and became Hollywood mainstream thanks to director's like Ang Lee. Wuxia can best be described as chivalric fiction mixed with Chinese swords, sorcery, and martial arts. Come and learn more about this exciting genre of film!	Jose' Figueroa
Thu	11:00:00 PM	11:59:00 PM	Edina	TV	Paranormal Investigation as TV Journalism	Ghost Hunters, Most Haunted, and two different UFO Hunters have graced our screens in the last few years. What is the continued popularity of these shows and are there any areas of the paranormal that haven't been tapped for an investigative series? Are there any local hot-spots to check out?	Romeo Azar, Michael Beitscher, Pete Lane
Thu	11:00:00 PM	11:59:00 PM	LL	Lit	Thursday Night Bedtime Stories with the 'Pods	Escape Pod, Pseudo Pod, and Pod Castle ... three weekly audio casts from the Escape Artists! Come and listen to a bed-time story with some of the latest and greatest of these audio giants of Science Fiction, Horror, and Fantasy! Join us on the 22nd floor in 2201 for back-to-back stories of speculation, fantasy, and fun. Wear your fluffy bunny slippers and bathrobe, if you like ... just come prepared to listen to some really great tales of modern SF!	Dave Rust
Fri	09:30:00 AM	10:30:00 AM	101	Proj	Flip-Book Animation	Learn the basics of 2-D animation by creating your own flip book.	Matt Waterhouse
Fri	09:30:00 AM	10:30:00 AM	A2	Gaming	Casual vs. Hardcore	Are you a casual gamer that loves Wii Sports? Or a Hardcore gamer who loves Bioshock and Gears of War? Are the two groups mutually exclusive or is there room for some overlap? Can someone transition from one group to the other?	Matt Everhart, Nessa Fedde, Jen Manna, Matt Savelkoul, Jeremy Stomberg
Fri	09:30:00 AM	10:30:00 AM	A3	Comics	History of Manga	Learn about the history of Japanese comic books and how they continue to influence Western comics and other varieties of entertainment today.	Melissa Erdman, Melissa Gregory, Scott K. Jamison
Fri	09:30:00 AM	10:30:00 AM	A4	HotDish	TheGeek as an Ensemble Character	Wesley. Hiro. Chuck. Hurley. Willow. They are all geeks. Is it now a staple of ensemble series, books, or movies to include a geek or nerd character? How do we feel about this increased representation? What is stereotypical and what do the writers get right?	Eve Cain, Cabell Gathman, Marguerite Krause, Michael D. Thomas
Fri	09:30:00 AM	10:30:00 AM	A6	Lit	Influence of Joseph Campbell	The mythological story structure of Joseph Campbell has influenced science fiction and fantasy writing. His book,The Hero with a Thousand Faces and his Bill Moyers video series have revolutionized our knowledge of the mythological story structure. Come and share your observations!	Dana M. Baird, David Emerson, Garnet Gyre, John Shea, Chuck Waibel
Fri	09:30:00 AM	10:30:00 AM	A8	HotDish	Growing Up Geek	What is it like growing up as a geek? Is there a greater acceptance of geek and nerd culture nowadays? (teen and tween panelists encouraged)	Tabitha Anderson, Mariah Fryer, Pete Lane, Joan Marquez, Alyssia Rayl
Fri	09:30:00 AM	10:30:00 AM	Edina	TV	Thunderbirds are Go!	Granada Ventures has authorized a new Thunderbirds series. Come celebrate the classic supermarionation series and learn about what's in store for our heroes.	Ed Eastman, Joan Marie Verba
Fri	09:30:00 AM	10:30:00 AM	LL	Lit	Morning Reading with Mercedes	Join Mercedes Lackey for an intimate reading in the Dorian Gray Memorial Literary Lounge	Mercedes Lackey
Fri	09:30:00 AM	10:30:00 AM	P1	AV	Mechanics of an Image 101: Why Does It Work	There are many images in science-fiction and fantasy that are callediconic because they are so striking when they are seen for the first time. Why does this happen? How are elements of the image (such as color, line quality, and gesture) used to create a striking effect? Who are the mystery people behind your favorite posters, book covers, and gaming art, and why are their images so great? Artists and art appreciators alike are welcome to the discussion.	Larry Dixon, Melissa Kaercher, Philip Kaveny, Chris Pasquarette
Fri	11:00:00 AM	12:00:00 PM	101	Proj	Facepainting and Hairbraiding	Get something fun and geeky on your face while getting your hair braided.	Melissa Kaercher, Jim Shields, Laine Worth
Fri	11:00:00 AM	12:00:00 PM	A2	Gaming	Homophobia and Racism in Online Gaming - It's sad but true	there are many bigots hiding behind the anonymity of a screen-name out there on services like World of Warcraft and X-Box Live. What do you do when you hear offensive remarks and what steps can you take to avoid and report instances when you hear them? On the flip-side, are people overreacting or assuming things?	Becca Armstrong, Cabell Gathman, Paul Harmeyer, Colleen Palmer
Fri	11:00:00 AM	12:00:00 PM	A3	Comics	Titan Tower under Crisis!	Marv Wolfman created the New Teen Titans and spearheaded the DC epic Crisis on Infinite Earths (the aftershocks of which are still being felt nearly 25 years later). Join him for an informative Q&A.	Marv Wolfman
Fri	11:00:00 AM	12:00:00 PM	A4	HotDish	Secret Origins of CONvergence	How did CONvergence come about? Whatever happened to the OmegaMan? Could CONvergence have been called MacroCon? Come and learn what CONvergence could have looked like in an alternate universe!	Windy Bowlsby, Christopher Jones, Perrin Klumpp, Jeremy Stomberg, Video Team, Pat Wick, Tim Wick, Ishmael Williams
Fri	11:00:00 AM	12:00:00 PM	A6	Lit	If you walk through the cave entrance, turn to page 27.	The late 70's and early 80's saw a huge surge in popular solo role-playing novels like Choose Your Own Adventure, Which Way, and many based on table-top RPG's. Learn about new CYOA books and interactive DVDs being published and share your favorites from the past.	Rachel Kronick, Matt Savelkoul, Emily Stewart
Fri	11:00:00 AM	12:00:00 PM	A8	HotDish	Copyright: Ethics in Action?	Copyright affects us all, especially internet users. What's fair-game versus out-and-out breaking of the law? Has Congress extended copyright too many times? Shouldn't Mickey Mouse and Superman be in the public domain by now?	Craig Finseth, Stephen J. Miller, Lars Pearson, Dan Wallace
Fri	11:00:00 AM	12:00:00 PM	Bloom	Movies	Land of 10,000 Filmmakers	The local filmmaking scene has exploded in recent years. Hear from people who have gone before you and learn how can you join in and make your own production on a shoestring budget.	Tony Bruno, Jose' Figueroa, Troy LaFaye, Gordon Smuder, Rob Withoff
Fri	11:00:00 AM	12:00:00 PM	Edina	TV	3:10 to Serenity Valley	FromWagon Train to the Stars to Firefly, Bravestarr, and Cowboy Bebop, a number of series mix Western and SF genres, some more successfully than others. Why does this unlikely combination manage to succeed?	Todd C. Hansen, Kenneth Hite, Michael Scott Shappe
Fri	11:00:00 AM	12:00:00 PM	Kr	HotDish	Open Discussion 1	Open Discussion	come and join the geek chat!
Fri	11:00:00 AM	12:00:00 PM	P1	AV	Animation All-Stars	Explore animation trends over time and learn what awaits us in the future of 2D and 3D animation. How has creation and production changed?	Mark Evanier, ASL Interpreter, Video Team, Matt Waterhouse, Greg Weisman, Wally Wingert
Fri	11:00:00 AM	12:00:00 PM	Sign	Auto	Signing Robert & Daren	Signing/Autographing	Daren Dochterman, Robert Meyer Burnett
Fri	12:30:00 PM	01:30:00 PM	101	Gaming	Matrix Tag Special Event	Join the Revolution…or fight it. Do you have what it takes to help Neo win the war for Zion ? Or will you support Agent Smith in his quest to subjugate the humans? In Matrix Tag, two teams vie for power over the fate of the human race. Players choose the roles of Agent Smith, Neo, Morpheus, Trinity, Agent and Zionist. Any number of people can play, joining in and leaving at any time. Players are free to attend other programming during the Convention, as they seek out Agents and Zionists and gain strength for their team.	Jack Barker, Shannon Green, Rich Miller
Fri	12:30:00 PM	01:30:00 PM	A2	Gaming	Etiquette at the Gaming Table	What are some basic do's and don'ts that everyone (including socially challenged geeks) should know?	Paula Fleming, Heather Johnson, Don Kaiser, Rachel Kronick, Stephen J. Miller
Fri	12:30:00 PM	01:30:00 PM	A3	Comics	How Comics Get Made	What does it take to get a comic published? From a kernel of an concept to the finished product on your local comic store shelf, here's an insight into the comic publication industry.	Terry Beatty, Christopher Jones, Lars Pearson, Damian Sheridan, Gordon Smuder
Fri	12:30:00 PM	01:30:00 PM	A4	HotDish	CONvergence 201: One of Us! One of Us!	So you've passed CONvergence 101. Or you are ready to take the plunge and get involved with CONvergence... find out how you can volunteer, become a part of our convention committee, and learn about the behind-the-scenes machinations of the Connie Assembly Factory!	Dave Benhart, Windy Bowlsby, Jay Curry, Michael Lee
Fri	12:30:00 PM	01:30:00 PM	A6	Lit	Shadow Out of Lovecraft	HP Lovecraft was the greatest horror writer of the 20th century. What does that mean for us in the 21st?	Dana M. Baird, Roy C. Booth, Pat Harrigan, Kenneth Hite, Melissa Kaercher, Tim Uren
Fri	12:30:00 PM	01:30:00 PM	A7	Science	Gadget Gossip!	Looking for that perfect cell phone? Wanting to go high-def? Share your opinions and recommendations in thisConsumer Reports style panel.	Craig Finseth, Hank Lederer
Fri	12:30:00 PM	01:30:00 PM	A8	HotDish	How To Be a Geek in the Workplace	What's appropriate and not appropriate in a corporate setting? How can you display your geek pride while keeping other nerdy habits in-check? Is there a glass ceiling for geeks?	Mark Goldberg, Marie Hulslander, Jen Manna, Chris Pasquarette, Tracie Peters
Fri	12:30:00 PM	01:30:00 PM	Bloom	Movies	Globalization of Hollywood	Films don’t have to be made in Hollywood anymore. In addition to filming in different locations across the country and world, pre and post production can happen anywhere. Come learn about this new phenomenon and what goes on in home-studios.	Crist Ballas, Tony Bruno, Christian Colquhoun, Jose' Figueroa, Robert Meyer Burnett, Vincent Truitner, Rob Withoff
Fri	12:30:00 PM	01:30:00 PM	Edina	TV	Anime Essentials 101 akaThe First Hit Is Free!	Thinking about dipping your toes into the worlds of anime fandom? Wondering what 'all the kids are going on about?' Have you been trying to get your friends into this fandom? Join us as we take the first steps into an all-consuming addiction.	Alexandra Howes, Teresa Kramer, Rebecca Marjesdatter, Jo Thomsen, Aaron Vander Giessen, Matt Weinberg
Fri	12:30:00 PM	01:30:00 PM	Kr	HotDish	Open Discussion 2	Open Discussion	come and join the geek chat!
Fri	12:30:00 PM	01:30:00 PM	LL	Lit	Gosh, Golly, Gee Whiz: Days of Rocket Summer	Move over Veronica Mars and remember back to a simpler time with thrilling detective noir stories aimed at boys (and girls) of the 1940's - 60's like Nancy Drew, Brains Benton, The Three Investigators, and The Mad Scientists' Club. Join us for a nostalgic discussion of this genre or discover it for the first time. We promise not to chloroform anyone at the door!	G. David Nordley, Jason Tucker
Fri	12:30:00 PM	01:30:00 PM	P1	AV	Superheroes Do Not Obey the Laws of Physics...	(but they do remember anniversaries!)...Join Doctor Jim for his famous panel discussing the physics of Superheroes using some specially tailored examples made specifically for our convention.	Dr. Jim Kakalios
Fri	12:30:00 PM	01:30:00 PM	Sign	Auto	Signing Mercedes & Larry	Signing/Autographing	Larry Dixon, Mercedes Lackey
Fri	02:00:00 PM	03:00:00 PM	101	Proj	Paper Airplanes	Come and learn to make a variety of paper airplanes. Which ones fly the furthest? Let's test our creations out in the Garden Court!	Angie Anderson, Rachael Salisbury
Fri	02:00:00 PM	03:00:00 PM	A2	Gaming	Whither OGL?	How successful are open gaming licenses? How do companies like Atlas and Fantasy Flight make use of OGL's and is there a case against using them?	Kenneth Hite, Stephen J. Miller
Fri	02:00:00 PM	03:00:00 PM	A3	Comics	Gargoyles: The Continuing Saga	Join guest of honor Greg Weisman as he discusses his popular creation and shares how the story continues thanks to comic books and DVD releases.	Video Team, Greg Weisman
Fri	02:00:00 PM	03:00:00 PM	A4	HotDish	Time Management 101: When Did Relaxing Become Stressful?	If you're like the rest of us, you have a lot of unwatched DVDs sitting around, stacks of comics in theto read pile, books overflowing, and video games collecting dust. Let's come up with a strategy to make some headway into our collections! By this time next year, let's get caught up (or at least closer to where we want to be!)	Joel Arnold, Jay Curry, Taylor Kent, Marguerite Krause, Hilary Moon Murphy
Fri	02:00:00 PM	03:00:00 PM	A6	Lit	The Long View: The Future of the High Fantasy Epic	How do you sustain a story arc over multiple thick volumes? How do you avoid repetition and keep everything coherent? What are some good and bad examples of these epics?	Eve Cain, David Margosian, Karl Wolff
Fri	02:00:00 PM	03:00:00 PM	A7	Science	Where's My Flying Car?	ARoomba hardly qualifies as aRosie the Robot from the Jetsons. Where's the shiny future we were promised back in the Tommorowland of the 1950's?	Seth Chmelik, Hank Lederer, Jennifer Menken, G. David Nordley, Emily Stewart, Dan Wallace
Fri	02:00:00 PM	03:00:00 PM	A8	Arts	Art Show Primer	A guided tour of the art show: where it is, what it is, how to get your art in there, and how to get what you want out legally. Hosted by the all star art show crew!	Charles Piehl
Fri	02:00:00 PM	03:00:00 PM	Bloom	Movies	Which Non-Genre Films Should You See?	The classic CONvergence panel returns... there is a world of film outside typical sci-fi and fantasy fare. Come and get some suggestions to round out your NetFlix queue!	Windy Bowlsby, Todd C. Hansen, Paul Harmeyer, Jason Tucker
Fri	02:00:00 PM	03:00:00 PM	Edina	TV	Lost	Are you still watching Lost? Have you fallen out and want to get back in? Are they off the island yet? Speculate as to what you think will happen next and fill in people who've been away.	Alexandra Howes, Michael Lee, Derek Mahr, Erica Schaub
Fri	02:00:00 PM	03:00:00 PM	Kr	HotDish	Hulk Panel is Best One at Con!	Puny humans think to harm Hulk. Even Banner betray Hulk. But Hulk will smash! The madder Hulk is, the stronger Hulk gets. Hulk is the strongest one there is!	Eric M. Heideman, Jonathan Palmer
Fri	02:00:00 PM	03:00:00 PM	LL	Lit	Dana M. Baird Reading	Join Dana M. Baird for a reading from one of her works.	Dana M. Baird
Fri	02:00:00 PM	03:00:00 PM	P1	AV	Theremin Through the Future!.	Is the Theremin the last great futuristic instrument? What are some examples of other ground-breaking musical instruments and technological innovations in the last century?	Holly Day, Scott Keever, Caly McMorrow
Fri	02:00:00 PM	03:00:00 PM	Sign	Auto	Signing w/Trace	Signing/Autographing	Trace Beaulieu
Fri	03:30:00 PM	04:30:00 PM	101	Proj	Make Your Own Voodoo Doll	You know you want to...muah ha ha! We provide most of the material, you provide the nemesis.	Angie Anderson, Charlotte Nickerson
Fri	03:30:00 PM	04:30:00 PM	A2	Gaming	Webkinz World	Webkinz are stuffed animals that come with an 8-character code which allow you toadopt your pet into the virtual Webkinz World. Come and learn about this MMORPG for children and adults alike that features an interactive safe environment with its own economy. Share any concerns you have about this phenomenon sweeping elementary schools across the nation. Parents welcome.	Jan Dickinson, Hilary Moon Murphy
Fri	03:30:00 PM	04:30:00 PM	A3	Arts	Costuming 101: Masquerades and Hall Costumes	So you want to start showcasing, costuming, or cos-playing? Where do you start and when do you kick it up a notch to compete?	Patrick Fisher, Mariah Fryer, Deborah Jones, Rhiannon Jones, Amada Marquez
Fri	03:30:00 PM	04:30:00 PM	A4	Science	Reptiles	Come and look at reptiles up-close and learn about the animals. Sponsored by MISFITS.	Clay Lamkin, Erin Lorenz, Sarah Richard
Fri	03:30:00 PM	04:30:00 PM	A6	Lit	Writing Folklore and Myth From Different Cultures	Asian, Native American, Eastern European, and other non-Western European cultures are often portrayed negatively or inaccurately in speculative fiction. What are the dangers of cultural ignorance in world-building?	Roy C. Booth, Philip Kaveny, Chris Pasquarette, Damian Sheridan, Adam Stemple, Chuck Waibel
Fri	03:30:00 PM	04:30:00 PM	A8	Lit	Care and Feeding of Your Home Library	What are your collecting habits when it comes to books? Do you buy a lot of books or borrow them from the library? What makes you decide to purchase a book? How do you store or display your collection?	Paula Fleming, Jenni Klumpp, Kelly McCullough, Juanita Nesbitt, Lynne Thomas
Fri	03:30:00 PM	04:30:00 PM	Bloom	Movies	Star Wars Prequels: Ten Years On	Where's the love? Have you come over to the Dark Side and embraced the power of the prequels? How have these films aged and do they stand the test of time?	Romeo Azar, Peter Mayhew, Greg Prickman, Video Team, Aaron Vander Giessen, Dan Wallace
